,textstring
220.1,naderwort serpentina is dracon tea colubrina.  naderword is heyt vnde droger nature ore wortele in cleine stucke clouet tosneden vnde in der sunnen gedroget is twey iar in guder kraft. ore blade synt runt vnde hebben vele vlaken alse de slan gen hebben.  we syk besmert myd naderwort sape de is velich vor den slanghen wente der naderwort ro ke vorchten se. uan der nader word schaltu nicht alleyne yn dyn lyff nemen do dar yo anderswat to wente se alto snel wercket.  de wortele gedroghet vnde klene ge puluert ock wol cleyne ghesichtet vnde myt roszen watere ghemen get in der sunnen twey dage edder dre ghedroghet dar do to den drid den deyl blywordt ock ghemenget myt rosen watere dat droge ock also vnde wan du wult dyn antlate wyt vnde reyne fyn hebben. so bestrick id van deme puluere in roszen watere ghemenget.  na derword wortelen macke alse eynen weycken in eyne wunden so wert se wyt dar du eynen vulen to brocken knocken machst vtheyn is he dar ynne.  drosze sweren maket ripe vnde brecket vp de gronen naderblade in wyne eddder in bom olye ghesoden vnde dar vp gelecht fijstolen makestu reyne menge zepen honnich myd naderwortelen puluere do dar in edder do dat dar in dat reyde alto hant vore van der wunden gheschreuen is.  can cer is eyn swel edder sere dar vele hole in ghat vnde syghet alle tijt nym drey deyl nadewortelen puluer eynen deyl betekalkes vngheloschen menge dat wol myt eteke van wynen dat id werde alse deich dar macke knobben aff alse bonen dat lat droghen in eynem ouen dar na ghepuluert des strauwe dar in dat droghet vnde helet. wente hyre platearius  naderword myt wine warm gepuluert nochterne ge druncken is gud we nicht wol pis sen kan  de sweren de vmme seck luttecke sweren hebben eddr dro sze werden dar en teghen is se gut warm nochterne ghedruncken vnde dar vppe ghestrecken suuert se. dat sulue suuert ock de depen wun den vnde heylet se wan du de nader wortelen myt wylder keruelen vn de honnighe tho hope ghestot vnde dar vp ghelecht is gud.  up pe bosze vlacken strick naderwor telen ghestot myd etecke  weme syne voyte vorvroren synt de sette se in warm water dar de nader wortele ynne ghesoden is so vleytet de vrost vth vnde wert gudt secht euslapius.  uor allerhande a der slanghen stecke vnde vorgifft drage naderwortele by dy. vnde stot se vnde bestrick dy dar mede. wene eyn adere edder slanghe ge stecken het de stote naderwortelen vnde drincke myt wyne effte ethe dat  weme bose stinckende vleysch in der nesze wasset dat heytet poli pus de walke bom wulle in nader wortelensape vnde stecke in de ne szen.  wedder den schemen vn de vele ander sucke de in den ogen werden nader wortelen sap myd honnige ghemenget stryck vmme de ogen do des suluen eyn kley ne in de hole by der neszen.  ock ys de wortele altomale ghans gut ghegetten tho den oghen  de oghen vorclaret se effte vorluchtet vnde vordristt allerhande schemen naderwort sad vyff vnde twyntich korne ghestot vnde ghenuttet myd eyn deyl wynes vnde twe deyl wa ters tohope gemenget. edder dryt tich korne naderword heyl vngestot myd deme suluen also ghenut tet iffte gedrunken.  de wortele gebraden auent vnde morgen noch terne eyer dem dranke geghetten is gud welck wyff eyn dot kint drecht de holde nader blomen vor ore nese so wert se des losz. wed der den hosten vnde snuuen ethe des morgens naderwortelen ghetempereret myd honnige  we bo sze vuchtnisse hefft in der borst de ete ok de suluen auent vnde morgen wente hire macer.  wedder ogen schemen dusternisse hosten ok bose vuchtnisse dar alle wedder naderwortele myd gesoden venekol wa ter drinck edder ete dat ys also er varen.
221.1,nodemel krafft sunnen mel is ameduck.  neseword is des hilghen kersteswort etc. nunnen krud duuenkeruele is fumus
222.1,negelken gariofili  terre. synt droge vnde heyt in deme dridden grade secht platearius in deme anderen grade heyt vnde droge schrift macer. nyge negelken bliuen vyff iar gud in guder krafft wan men se bewaret in steden de nicht alto vucht synt dar se nicht vulen. edder in steden de nicht alto droge synt dar se nicht vordrogen so waren se wol teyn iar. negelken de vthwendich slicht synt vn de myd scharpeme smacke de synt gud. auer dede knobbelechtich synt myd scharpeme smacke de synt betere.  wan du neghelken twysschen den vingeren harde dru ckest kumpt dar vucht vt de synt alderbest.  ichteswelke voruelschor maken de olden negelken alse icht se nyge syn. alsus. se bynden se in eynen vuchten lynen dock vnde leg gen se drey nacht in sant des morgens droghen se one dat grone nate be hendelicken aff so schinen se gud vyff daghe iffte sesse. edder stoten gude negelken to kleyneme pulue re dat tempereren se wol myt gu dem wyn etike dar eyn cleyne gu des wolrukendes wynes tho is vnde de quaden negelken myd deme puluere also ghemenget byndet se in eynen lynen dock tohope eyne nacht dar na laten se se droghen ane hitte by syck suluen also blyfft de roke vnde smack twintich dage. de makeden negelken also hebben en buten nicht en bynnen den guden smack wan du se in deme munde byst edder kouwest edder myd den vyngeren harde druckest dat vuchte. also bekennestu rechtuerdige negelken edder ander. gu de dauwinge deme magen maken se vnde starket drinke auent vnde morgen wyn warm dar negelken vnde ma stix inne soden is. wedder magen suke van kulde edder van boszem winde blasinge drinck warm auent vnde morgen dar negelken vnde venekol sad ine soden is. wedder am borsticheyt van kolder sake. legge dragant eyne nacht in gersten watere dat is ptisana mydt deme watere menghe negelken puluer mit gum my arabicum dar macke pillen aff de holt vnder dyner tunghen lan ge dar na sluck se in.  eyn krank bregen starcket negelken rocke vor de nesze gheholden ock ghegetten we alto starck laxus is de den hof ganck hefft ghenomen dat he dar na alto langhe roracet edder we alto vele seck breckt edder spighet de sede seuen edder negen negelken in roszen watere vnde drincke des ock ete he de wol to mate warm drye nochterne.  we vele beswouet de nutte nochterne neghelken puluer myd borraghen wente hyre platearius circa instans.
222.2,de stempne vorclaret negelken vnde mastix yn wyne ghesoden warm ghedruncken.  der leueren maghen vnde wat in deme lyue boses is dar is ock dat gudt weedder.
222.3,den breghen vnde bregens decht nisse starcket ock negelken puluer vaken myt verscher komelk noch terne ghedruncken warm.  wol dat de neghelken genuttet starcket breghen leueren herte vnde magen io doch neghelken vaken alto ve le ghenuttet krencken dat ghe sichte der oghen.  wente hyre dias corides vnde macer
223.1,nettele het vrtica in latine de is grot ock is se in lati ne acalife vrtica regalis. vel greca vel vrtica maior. de ander het archangelica vrtica minor hadernettele luttick nettele vnde se hebben ock almeystych albeyde eynerhande krafft. dar vmme is nettele albeyde heyter nature in deme begynne des dridden grades vnde droghe in deme anderen grade also is ore sad ock.  wur de nettele brand dar strick bom olye vppe de bladderen.  in deme meyghe wan de nettele noch luttick is so nutte se in kole vnde in dyner spise wed der vele bosze tokomende sucke in deme sommere in deme wynter wedder den vrost menghe vnde stot nettelen sad myt bom olye vnde myt oldem swinen smere to hope dar be stryck mede hende vote vnde dat lyff.  uppe den hundes bete leg ghe nettel krut ghestot myt oreme sape vnde mit solte.  dat sulue is ock gud vppe bose sweren wunden edder bledderen.  wedder den swuls der mylten ethe nettlen blade myt oreme sape ghestot mit wy ne vnde gesoden myd bom olye auer de wortele der groten nette len is dar alderbest tho. wente hyre plinius libro xxj.  allen har den swuls weycket nettele mit ore me sape tho hope ghestoet dar vp gheleyt  wedder de swullen har den mylten stodt hadder nettelen wortelen mit wyne lat dat to hope vp seden drinck den wyn dre dage nochterne vnde de wortelen bynt in de lochteren syden vppe de milten warm.  podager swullen voyte edder tone vordrifft dat sulue plaster.  wur de gicht eynen roret in den ledematen dar stryck vp bom oly dar de hadernettelen ynne gestoedt vnde ghesoden is gantz gudt weme de lede killen vnde wey don de stote hadernettelen myd solte vn de legge dat vp de lede vnde vp de senen.  der vruwen matrix opent syck vnde gheyt in ore rechten ste de vnde reyschet ok dat menstruum de sulue nettele in wyne edder in water gesoden vnde vacken noch terne warm gedrunken  weme de nese blod strike der suluen nettelen sap an syn dunninge vnde vorn houet.  we syne nese wyl bloden hebben de gete des sapes in de nesen  welck vrowe ore tyd lange nicht ghehet enhefft de menghe myrren ghestot myd der suluen nettelen sape vnde steke dat in de hemeli ken stede.  weme de vua edder gagel in de strotten nedder schotten ys edder gheswullen. de holde der suluen nettelen sap in der stroten vn de dar na rosen olye ok holde he dat in der stroten vmme des sapes hitte willen.  wultu gerne swe ten so stot vnde sede de suluen nette len myt bom olye vnde bestrick dy mede in deme bade.  welck pert ko edder ander deyr vnfruchtbar ys vnde der nature warke den nicht laten wyl der bestrick ore mechte myd hadernettelen sape vn de vriff ore mechte myd den bladen van nettelen  grote nettelen vn de hadernettelen blade gedroget vnde dat sad ghepuluert vnde myd ptisana gersten watere nochterne warm ghedrunken maket eyne reyne borst vnde vordrifft dat swel plauresis vnder den ribben in der rechteren syden.  ock starket dat de mynschliken nature myd wyne ghedrunken.  honnich pe per dar to gemenghet ocket de vn kuscheyt.  we swarliken athmet de sede de nettelen in wyne edder nettelen de twysschen vnser leuen vrowen dagen twen vpgenomen vnde gepuluert is gesoden drinke se denne nuchterne warm.  dat sulue is gud wedder den kolden hosten vnde wedder de kolden lunghen ok wedder dat buck ouele. tho alle dussen vorgeschreuen su ken puluere beyderhande nettelen blade vnde sede dat vp myd honni ghe in water dat drinke vakene. edder drinck dat sap versch myd wyne warm.  uppe eyn swel by den oren dat het parocidas ma ke eyn plaster stot hadernettelen varsche blade myt solte legge dar vp.  dat sulue droghet sygende sweren.  dat vleysch dat syck van den seren knocken loszet dat heyletdat sulue plaster.  wedder al lerhande suke de in den leden des mynschen wandert ys dat sulue gud dat hyr vore van der mylten vnde podogra ys gheschreuen.
223.2,de nettelen vnde dat sad nym vp dat se droghen in deme scheden to vele artzedige.  ane solt sud lut teke nettelen in wyn etike de ete vnde den etik drinck warm auent vnde morghen wedder de bosen vuchtnisse des maghen.  dat sul ue dodet de cleynen chaworme in deme maghen de van vnripem ouete edder anderen vruchten ed der van boser vuchtnisze werden menghe vnde stot to hope kleyne nettelen eyn dodere hones vlomen dat yd werde salue dar smere dy mede yn deme bade dre daghe na eyn ander dat vordrifft allen schorff dynes lyues wente hyre auicenna secundo canone. et macer de herbis.
224.1,sequitur nunc de littera. o.
225.1,ossentungen de het buglossa ligua bouis. se ys kleyne heyt in deme ersten grade. wan se droge is so en hefft se nicht vele kraft. ore blade sint brun scarp vnde ligghen vppe der erden breyt alse ossentungen vnde de vlecken heb ben de synt best tho artzedighe vnde gud.  weme de oghen swillen vn de wey don de stote de blade mydt watere vnde legghe dar vp.  we me de thenen wey don de kauwe grone ossentungen wortelen in sine me munde.  ossentungen blade de stot myt wyne vnde sut dat vp vnde drinck dat warm nochterne wedder herte beuent wedder me lancolien bloud ock suuert dat de borst wedder den host vnde struuen borst sede dat krut myt suckere in idromel le dat is twey deyl waters vnde de dridden deyl honnighes dat drink warm morghen ock auent wente hyre plinius vnde auicenna secun do canone.  wedder de boszen lunghen ossentungen blade in wy ne gesoden drink nochterne warm ore sap mydt warmem watere drinck auent vnde morgen wedder den swuls der dee vnde der lenden we den dranck drincket dar ossen tungen krudt ynne leghen hefft de wert vrolickes modes dar war schopp ys. dar strauwe dat sulue krut vnder de voyte edder sut dat sulue krud in watere dar sprenge mede in der warschop dat macket dar de lude vrolick.  den bregen vnde des breghens ghedechtenisse starcket wyn edder beyer dar ossen tungen krut twey edder drey nacht ynne leghen hefft vackene gedrunken wente hyre macer.
226.1,ossennauel is duuenuoedt onermonie soyke boyr word helpe.
227.1,osterlucie soyke lange hol wordt  ostrucie soycke meysterword.
228.1,orengele soycke dystel de de wal dystel edder lopdystel het.
229.1,oprasius is eyn eddelsteyn grone alse dat krud andorn godervor getten. de steyn ys ock noch twyerleyge de eyne hefft also bloudstippeken.  de andere hefft drey wytte punteken. we den steyn bi seck drecht in kuscheyt ifte hefft de kan mannych yar langhe horen vnde seen ock hefft he ichteswelcke vele gude dogede alse de tweyne eddel steyne iaspis vnde sma ragdus dat is also bevunden. also schrifft de grote meyster albertus in libro de vegetabilibus.
230.1,pors soycke capellecken perle soycke fyne perlen edder soyke dat yn deme bockstaue m. margarita.
231.1,petercilien van macedonien soycke gersele gers yers. pynadetze soke romesch kol porlock soycke lock pepperen soycke merredick
232.1,pasternack soyck kretelmo ren. pepperkome soycke. kome ciminum. porratzie soycke borrago  peterswordt sunte petersword socke duuelsbete
233.1,pyonia peonia ys heyt vnde droge in deme anderen grade de peonien wortelen nim vp in deme wynttere se is gut tein yar de is de beste de wol to mate brun is nicht alto swart nicht alto wyt nicht alte licht nicht lokerich nicht puluerechtich wan du se to breckest ock is se twyerleyghe de eyne hefft blade alse grote nodbomes blade vnde hefft wytte wor telen senewolt alse eyn vynger wol twygerhande edder spenne lanck der blade synt bouen entwey geklouet dar gan aff cleyne virgulen vnde wan me de schellen vp deyt dar synt yn ne rode kornecken alse blout dar manck synt brun swartlijke korne v. edder vj. ore wortele is kleyne vnde tho deylet alse der wylden lilien golden lilium. lilium conuallium. wortelen senewolde knobben dar vele cleyne wortelen edder riszeken vth ghan  welck wyff in dem kin delbedde nicht wol ghesuuert is de stotte der wortelen also grot alsze eyn walnot myt wyne vnde sede dat vp vnde drincke dat morghen vnde auent warm so wert se ghereyny ghet wol myt deme menstruo vnde van allen anderen dinghen.
233.2,welk wyff orer blomen altho vele hefft de drincke der cleynen peony en roden kornecken neghen effte eluen. myt warmem iffte surlickem wyne vppe ghesoden edder ethe de kornecken alleyne.
233.3,welk wyff der blomen alte luttick hefft de stote der kleynen peonien peonien wortelen myd mandelkerne vnde nutte dat vacken nochtetnenochterne
233.4,dat sulue vordrifft ok den hoffganck weme duncket dat ome wat swa res syn lijff drucke wan he sleept. de ete der cleynen pyonien swarte korne drey edder vyue iffte souen io des auendes vnde des morghens. wan he des bederft  edder sto te ore wortelen myt wyne vnde drin ke dat auent ok morghen wan he des bederff  dat sulue vordrift ok andere sware drome.  mylten lenden leueren neren vrowen sucke vnde maghen suuert alle der cleynen pyonien wortele myt mandelen ge stot vnde mulsa ghedruncken auent vnde morghen  mulsa is achte deyl waters vnde de neghede deyl honnighes to hoppe vp gesoden wen te hiyr macer vnde diascorides vnde se rapio.  ggalienus secht dat pioni en wortele in den hals gehenget vordri fft dat vallentouel dat schrifft he van eynen kinde also eruaren wen de kraft der peonien vindetme nu nicht so mech tich also secht platearius circa instans wedder de vallende sucke sudt by boten yn wyne dar do in pionien wortelen ghedroghet vnde ghepul uert dat dryncke he vackene auent vnde morghen edder drincke dat sulue puluert myd ruden sape ock also  wedder de gycht drinck dat sulue puluer in wine dar beuergei le ynne ghesoden ys.  we mydt not pysset de drincke der peonyen wortelen gepuluert in wine  de matrix der vrouwen werd reyne peonien wortele in wyne ededer in watere in eynem erdene gropen ge soden vnde den swadem myd eyner roren yn ore ghemechte laten van nedden vp gan.  swarte vlecken vppe der hud bestrick mit pio nien wortelen sape.  we eynen bo szen maghen hefft vnde welker vro wen ore matrix nycht wol rechtuerdich en is de drincke veffteyne pionien korne myt wyne drey da ghe nochterne.  wedder der boszen blasen sucht vnde lenden oue le vnde gyszchen ock wedder den steyn der kindere pionien wortelen nochterne ghegetten edder in wy ne ghesoden vnde vackene gedrun ken is gud de wortelen erst gestot dat sulue is gud wedder sciasim. de myd open oghen nicht en seen. wente hir auicenna secundo canone vnde platearius circa instans.
