,textstring
1735,dun cas vous advertis que si elle estoit bien longue & bien ample si estoyt elle bien guarnie au dedans & bien avitaillée en riens ne ressemblant les hypocrificques braguettes dun tas de muguetz qui ne sont plenes que de vent au grant interest du sexe feminin.
1736,pour les souliers furent leveez quatre cens six aulnes de velours bleu cramoysi & furent deschicquetez à barbe descrevisse bien mignonnement.
1737,pour la quarreleure dyceulx furent employez unze cens peaulx de vache brune taillée à queue de merluz.
1738,pour son saye furent leveez dix & huyct cens aulnes de velours bleu tainct en grene brodé à lentour de belles vignettes & par le mylieu de pinthes dargent de canetille enchevestrées de verges dor avecques force perles par ce denotant quil feroit un bon fessepinthe en son temps.
1739,sa ceincture fut de troys cens aulnes & demye de cerge de soye moytié blanche et moytié bleue.
1740,son espase ne fut valentienne ny son poignart sarragossoys car son père haissoyt tous indalgos bourrachous marranisez comme diables mais il eut la belle espée de boys et le poignart de cuir bouilly pinctz et dorez comme un chascun soubhaiteroit.
1741,sa bourse fut faict de la couille dun oriflant que luy donna her pracontal proconsul de lybie.
1742,pour sa robbe furent levées neuf mille six cens aulnes moins deux tiers de velours bleu comme dessus tout porfilé dor en figure diagonale dont par iuste perspective issoit une couleur innomée telle que voyez es coulz des tourterelles qui resiouissoit merveilleusement les yeulx des spectateurs.
1743,pour son bonnet feurent levées troys cens deux aulnes un quart de velours blanc et fut la forme dicelluy large & ronde à la capacuité du chief.
1744,car son père disoit que ces bonnetz à la marrabeise faictz comme une crouste de pasté porteroyent quelque iour mal encontre à leurs tonduz.
1745,pour son plumart portoit une belle grande plume bleue prise dun onocrotal du pays de hircanie la saulvaige bien mignonnement pendente suz laureille droicte.
1746,pour son image avoit en une plataine dor pesant soixante & huyt marcs une figure desmail competent en laquelle estoit portraict un corps humain ayant deux testes lune tirée vers laultre quatre bras quatre piedz & deux culz tel que dict platon in symposio avoir esté lhumaine nature à son commencement mystic & au tour estoit escript en letres ioniques: pour porter au col : eut une chaine dor pesante vingt et cinq mille soixante & troys marcs dor faicte en forme de grosses bacces entre lesquelles estoyent en œuvre gros iaspes verds engravez et taillez en dracons tous environnez de rayes et estincelles comme les portoit iadis le roy nechepsos.
1747,et descendoit iusques à la boucque du petit ventre.
1748,dont toute la vie en eut lemolument tel que sçavent les medicins gregoys.
1749,pour ses guands furent mises en œuvre seize peaulx de lutins et troys de loups guarous pour la brodure diceulx.
1750,et de telle matière luy feurent faictz par lordonnance des cabalistes de sainlouand.
1751,pour ses anneaulx lesquelz soulut son père quil portast pour renouveller le signe antique de noblesse il eut on doigt indice de sa main gausche une escarboucle grosse comme un œuf daustruche enchassée en or de seraph bien mignonnement.
1752,on doigt medical dicelle eut un aneau faict des quatre metaulx ensemble : en la plus merveilleuse faczon : que iamais feust veue sans que lacier froissast lor sans que largent foullast le cuyvre.
1753,le tout fut faict par le capitaine chappuys et alcofribas son bon facteur.
1754,on doigt medical de la dextre eut un aneau faict en forme spirale on quel estoyent enchassez un balay en perfection un diament en poincte et une esmeraulde de physon de pris inestimable.
1755,car hans carvel grand lapidaire du roy de melinde les estimoit à la valeur de soixante neufz millions huict cens nonante et quatre mille moutons à la grandlaine autant lestimèrent les fourques dauxbourg.
1756,des couleurs et livrée de gargantua.
1757,les couleurs de gargantua feurent blanc & bleu : comme cy dessus avez peu lire.
1758,et par icelles vouloit son père quon entendist que ce luy estoit une ioye celeste.
1759,car le blanc luy signifioyt ioye plaisir delices et resiouyssance & le bleu : choses celestes.
1760,ientends bien que lisans ces motz vomocquez du vieil beuveur et reputez lexposition des couleurs par trop indague et abhorente : & dictes que blanc signifie foy : et bleu fermeté.
1761,mais sans vous mouvoir courroucer eschaufer ny alterer car le temps est dangereux respondez moy si bon vous semble.
1762,daultre contraincte ne useray envers vous ny aultres quelz quilz soyent.
1763,seulement vodiray un mot de la bouteille.
1764,qui vomeut?
1765,qui vous poinct?
1766,qui vous dict?
1767,que blanc signifie foy : et bleu fermeté?
1768,un dictez vous livre trepelu qui se vend par les bisouars et porteballes on tiltre.
1769,le blason des couleurs.
1770,qui la faict?
1771,quiconques il soyt en ce a esté prudent quil ny a poinct mis son nom.
1772,mais au reste ie ne sçay quoy premier en luy ie doibve admirer ou son oultrecuydance ou la besterie.
1773,son oultrecuydance qui sans raison sans cause & sans apparence a ausé prescrire de son autorité privée quelles choses seroient denotées par les couleurs : ce que est lusance des tirans qui voulent leur arbitre tenir lieu de raison : non des saiges & scavens qui par raisons manifestes contentent les lecteurs.
1774,sa besterie : qui a exprimé que sans aultres demonstrations & argumens valables le monde reigleroyt ses divises par ses impositions badaudes.
1775,de faict comme dict le proverbe à cul brenous tousiours abonde merde il a trouvé quelque reste de niays du temps des haultz bonnetz : lesquelz ont eu foy à ses escriptz.
1776,et scelon yceulx ont taillé leurs aphotegmes et dictez : en ont enchevestré leurs muletz : vestu leurs pages : escartelé leurs chausses : brodé leurs guandz : frangé leurs lictz : painct leurs enseignes : composé chansons : et qui pis est faict impostures & laschés tours clandestinement entre les pudicques matrones.
1777,en pareilles tenèbres sont comprins ces glorieux de court lesquelz voulens en leurs divises signifier espoir font protrayre une sphère : des pennes doiseaux pour penes : de lancholie pour melancholie : la lune bicorne pour vivre en croissant : un bancq rompu pour bancque roupte : non & un alcret pour non durhabit.
1778,que sont homonymies tant ineptes tant fades tant rusticques & barbares que lon doiburoyt atacher une queue de renard au collet & faire un masque dune bouze de vache à un chacun diceulx qui en vouldroyt dorenavant user en france.
1779,par mesmes raisons si raisons les doibz nommer & non resveries feroys ie paindre un penier : denotant quon me faict pener.
1780,et un pot à moustarde que cest mon cueur à qui moult tarde.
1781,et un pot à pisser cest un official.
1782,et le fond de mes chausses cest un vaisseau de petz et ma braguette cest le greffe des arretz.
1783,et un estront de chien cest un tronc de céans ou gist lamour de ma mye.
1784,bien aultrement faisoient en temps iadys les saiges de égypte quant ilz escripvoient par letres quilz appelloyent hieroglyphiques.
1785,lesquelles nul nentendoit qui nentendist : & un chascun entendoyt qui entendist la vertus propriété et nature des choses par ycelles figurés.
1786,desquelles orus apollon a en grec composé deux livres & polyphile on songe damours en dadventage exposé.
1787,en france vous en avez quelque transon en la devise de monsieur ladmiral : laquelle premier porta octavien auguste.
1788,mais plus oultre ne fera voile mon esquif entre ces gouffres et guez mal plaisans.
1789,ie retourne faire scalle au port dont suys yssu.
1790,bien ay ie espoir den escripre quelque iour plus amplement : & montrer tant par raisons philosophicques que par auctoritez repceues & approuvées de toute ancienneté quelles et quantes couleurs sont en nature : & quoy par une chascune peut estre designé si le prince le veult & commende : cil qui en commendant ensemble donne & povoir & sçavoir.
1791,de ce quest signifié par les coleurs blanc et bleu.
1792,le blanc doncques signifie ioye soulas et liesse : et non à tord le signifie mais à bon droict & iuste tiltre.
1793,ce que pourrez verifier si arrière mises vos affections voulez entendre ce que presentement ie vous exposeray.
1794,aristotele dict que supposent deux choses contraires en leur espèce : comme bien & mal : vertus & vices : froit & chauld : blanc et noir : volupté & douleur : dueil & tristesse & ainsi des aultres : si vous les coublez en telle faczon quun contraire dune espèce conviengne raisonnablement à lun contraire dune aultre : il est consequent que laultre contraire compète avecques laultre residu.
1795,exemple.
1796,vertus & vice sont contraires en une espèce : aussy sont bien & mal.
1797,si lun des contraires de la première espèce convient à lun de la seconde comme vertus & bien : car il est sceur que vertus est bonne ainsi seront les deux residuz qui sont : mal & vice car vice est maulvays.
1798,ceste reigle logicale entendue prenez ces deux contraires ioye et tristesse : puys ces deux blanc et noir.
1799,car ilz sont contraires physicalement.
1800,si ainsi doncques est que noir signifie dueil à bon droict blanc signifiera ioye.
1801,et nest poinct ceste signifiance par imposition humaine institué mais recepve par consentement de tout le monde que les philosophes nomment ius gentium droict universel valable par toutes contrées.
1802,come assez sçavez que tous peuples toutes nations ie excepte les antiques syracousans & quelques argives qui avoient lame de travers toutes langues voulens exteriorement demonstrer leur tristesse portent habit de noir : et tout dueil est faict par noir.
1803,lequel consentement universel nest faict que nature nen donne quelque argument & raison : laquelle un chascun peut soubdain par soy comprendre sans aultrement estre instruict de persone laquelle nous appellons droict naturel.
1804,par le blanc à mesmes induction de nature tout le monde a entendu ioye liesse soulas plaisir et delectation.
1805,on temps passé les thraces & cretes signoyent les iours bien fortunez et ioyeux de pierres blanches : les tristes & defortunez de noires.
1806,la nuyct nest elle pas funeste triste et melancholieuse?
1807,elle est noyre & obscure par privation.
1808,la clarté nesiouit elle pas toute nature?
1809,elle est blanche plus que chose que soyt.
1810,a quoy prouver ie vous pourroys renvoyer au livre de laurens dalle contre bartole mays le tesmoignage evangelicque vous contentera.
1811,matth.
1812,.
1813,est dict que à la transfiguration de nostre seigneur : vestimenta eius facta sunt alba sicut lux les vestemens feurent faictz blancs comme la lumière.
1814,par laquelle blancheur lumineuse donnoyt entendre à ses trois apostres lidée & figure des ioyes eternelles car par la clarté sont tous humains esiouyz.
1815,comme vous avez le dict dune vieille qui navoyt dens en gueulle encores disoit elle bona lux.
1816,et thobie vap.
1817,v.
1818,quant il eut perdu la veue lors que raphael le salue respondit il pas?
1819,quelle ioye pourray ie avoir moy qui poinct ne voy la lumière du ciel?
1820,en telle couleur tesmoignèrent les anges la ioye de tout lunivers à la resurrection du saulveur.
1821,io.
1822,xx.
1823,& à son ascension act.
1824,i.
1825,de semblable parure veist sainct iean evangeliste apocal.
1826,&.
1827,les fidèles vestuz en la celeste & beatifiée hierusalem.
1828,lisez les histoyres antiques tant grecques que romaines vous trouverez que la ville de albe premier patron de rome feut & construite & appellée à linvention dune truye blanche.
1829,vous trouverez que si à aulcun après avoir eu des ennemis victoyre estoyt decreté quil entrast rome en estat triumphant il y entroyt sur un char tiré par chevaulx blancs.
1830,autant celluy qui y entroit en ovation.
1831,car par signe ny couleur ne povoyent plus certainement exprimer la ioye de leur venue que par la blancheur.
