,textstring
4.4.12,diese hiesse mich in teutscher sprach sehr hoflich willkomm seyn und zu ihr vollends hinein tretten der laquey aber so kein teutsch konte nam mit tieffer reverenz seinen abschied
4.4.13,die alte nam mich bey der hand und fuhrte mich vollend ins zimmer das rund umbher mit den kostlichsten tapeten behenckt zumal sonsten auch schon geziert war
4.4.14,sie hiesse mich nider sitzen damit ich verschnauben und zugleich vernehmen konte auss was ursachen ich an diesen ort geholet
4.4.15,jch folgte gern und setzte mich auff einen sessel den sie mir zu einem feuer stellte so in demselben saal wegen zimlicher kalt braute sie aber setzte sich neben mich auff einen andern und sagte
4.4.16,monsieur wenn er etwas von den krafften der liebe weiss dass nemlich solche die allerdapfferste starckste und klugste manner uberwaltige und zu beherrschen pflege so wird er sich umb so viel desto weniger verwundern wann dieselbe auch einschwaches weibsbild meistert
4.4.17,er ist nit seiner lauten halber wie man ihn und mons
4.4.18,canard uberredt gehabt von einem herrn aber wol seiner ubertrefflichen schonheit halber von der allervortrefflichsten damen in pariss hieher beruffen worden die sich allbereit dess todts versihet da sie nit bald dess herrn uberirdische gestalt zu beschauen und sich damit zu erquicken das gluck haben solte
4.4.19,derowegen hat sie mir befohlen dem herrn als meinem landsmann solches anzuzeigen und ihn hoher zu bitten als venus ihren adonidem
4.4.20,dass er diesen abend sich bey ihr einfinden und seine schonheit genugsam von ihr betrachten lasse welches er ihr verhoffentlich als einer vornehmen damen nit abschlagen wird
4.4.21,jch antwortet madame ich weiss nicht was ich gedencken viel weniger hierauff sagen solle
4.4.22,jch erkenne mich nicht darnach beschaffen zu seyn dass eine dame von so hoher qualitat nach meiner wenigkeit verlangen solte
4.4.23,uber das kompt mir in sinn wann die dam so mich zu sehen begehrt so vortrefflich und vornehm sey als mir mein hochgeehrte frau landsmanin vorbracht dass sie wol bey fruherer tagszeit nach mir schicken dorffen und mich nicht erst hieher an diesen einsamen ort bey so spatem abend hatte beruffen lassen
4.4.24,warumb hat sie nicht befohlen ich solle stracks wegs zu ihr komen
4.4.25,was hab ich in diesem garten zu thun
4.4.26,mein hochg frau landsmannin vergebe mir wenn ich als ein verlassener fremder in die forcht gerathe man wolle mich sonst hindergehen sintemal man mir gesagt ich solte zu einem herrn kommen so sich schon im werck anders befindet
4.4.27,solte ich aber mercken dass man mir so verratherisch mit bosen tucken an leib wolte kommen wurde ich vor meinem todt meinen degen noch zu gebrauchen wissen
4.4.28,sachte sachte mein hochgeehrter herr landsmann er lasse diese unnotige gedancken auss dem sinn antwortet sie mir die weibsbilder sind seltzam und vorsichtig in ihren anschlagen dass man sich nit gleich anfangs so leicht darein schicken kan
4.4.29,wenn die jenige die ihn uber alles liebet gern hatte dass er wissenschafft von ihrer person haben solte so hatte sie ihn freylich nit erst bieher sondern den geraden weg zu sich kommen lassen dort ligt eine kappe wiese damit auff den tisch die muss der herr ohne das auffsetzen wann er von hier auss zu ihr gefuhrt wird weil sie auch so gar nit will dass er den ort geschweig bey wem er gesteckt wisseu solle
4.4.30,bitte und ermahne demnach den herrn so hoch als ich immer kan er erzeige sich gegen dieser dame so wol wie es ihre hobeit als ihre gegen ihm tragende unausssprechliche liebe meritirt da er anders gewartig seyn will zu erfahren dass sie machtig genug seye seinen hochmuth und verachtung auch in diesem augenblick zu straffen
4.4.31,wird er sich aber der gebuhr nach gegen jhr einstellen so sey er versichert dass ihm auch der geringste tritt den er ihrentwegen gethan nicht ohnbelohnt verbleiben wird
4.4.32,es wurde allgemach finster und ich hatte allerhand sorgen und forchtsame gedancken also dass ich da fasse wie ein geschnitzt bild konte mir auch wol einbilden dass ich von diesem ort so leicht nicht wieder entrinnen konte ich willigte dann in alles so man mir zumuthete sagte derhalben zu der alten
4.4.33,nun dann mein hochgeehrte frau landsmannin wann ihm dann so ist wie sie mir vorgebracht so vertraue ich meine person ihrer angebornen teutschen redlichkeit der hoffnung sie werde nicht zulassen viel weniger selbst vermittlen dass einem unschuldigen teutschen eine untreu widerfahre sie vollbringe was ihr meinetwegen befohlen ist die dame von deren sie mir gesagt wird verhoffentlich keine basiliskenaugen haben mir den hals abzusehen
4.4.34,ey behut gott sagte sie es ware schad wann ein solcher leib mit welchem unsere gantze nation prangen kan jetzt schon sterben solte er wird mehr ergetzung finden als er sich sein tag niemals einbilden dorffen
4.4.35,wie sie meine einwilligung hatte ruffte sie jean und piere diese tratten alsobald jeder in vollem plancken kuriss von der scheidel biss auff die fusssolen gewaffnet mit einer helleparten und pistol in der hand hinder einer tapezerey herfur darvon ich dergestalt erschrack dass ich mich gantz entfarbte
4.4.36,die alte nam solches wahr und sagte lachlend
4.4.37,man muss sich so nit forchten wenn man zum frauenzimmer gehet befohl darauff ihnen beyden sie solten ihren harnisch ablegen die latern nehmen und nur mit ihren pistolen mit gehen demnach streiffte sie mir die kappe die von schwartzem samet war ubern kopff trug meinen hut unterm arm und fuhret mich durch seltzame weg an der hand
4.4.38,jch spurte wol dass ich durch viel thuren und auch uber einen gepflasterten weg passirte endlich muste ich etwan nach einer halben viertelstund eine kleine steinerne stegen steigen da that sich ein klein thurlein auff von dannen kam ich uber einen besetzten gang und muste eine windelstegen hinauff folgends etliche staffeln wieder hinab allda sich etwa sechs schritt weiters eine thur offnet als ich endlich durch solche kam zog mir die alte die kappe wieder herunder da befand ich mich in einem saal der da uberauss zierlich auffgebutzet war die wande waren mit schonen gemahlden das trysur mit silbergeschirr und das bett so darinnen stunde mit umbhangen von guldenen stucken geziert
4.4.39,jn der mitten stunde der tisch prachtig gedeckt und bey dem feur befande sich eine badwanne die wol hubsch war aber meinem beduncken nach schandet sie den gantzen saal
4.4.40,die alte sagte zu mir nun willkom herr landsmann kan er noch sagen dass man ihn mit verratherey hindergehe
4.4.41,er lege nur allen unmuth ab und erzeige sich wie neulich auff dem theatro da er seine euridicen wieder vom plutone erhielte ich versichere ihn er wird hier eine schonere antreffen als er dort eine verloren
4.5.1,das v capitel
4.5.2,jch horte schon an diesen worten dass ich mich nicht nur an diesem ort beschauen lassen sondern noch gar was anders thun solte
4.5.3,sagte derowegen zu meiner alten landsmannin
4.5.4,es ware einem durstigen wenig damit geholffen wenn er bey einem verbottenen brunnen sasse
4.5.5,sie aber sagte man sey in franckreich nit so missgonstig dass man einem das wasser verbiete sonderlich wo dessen ein uberfluss seye
4.5.6,ja sagte ich madame sie sagt mir wol darvon wenn ich nicht schon verheuratet ware
4.5.7,das sind possen antwortet das gottlose weib man wird euch solches heunt nacht nit glauben dann die verehelichte cavallier ziehen selten in franckreich und ob gleich dem so ware kan ich doch nit glauben dass der herr so alber sey eher durst zu sterben als auss einem fremden brunnen zu trincken sonderlich wann er vielleicht lustiger ist und besser wasser hat als sein eigener
4.5.8,diss war unser discurs dieweil mir ein adeliche jungfer so dem feuer pflegte schuh und strumpff ausszoge die ich uberall im finstern besudelt hatte wie dann pariss ohne das eine sehr kothige statt ist
4.5.9,gleich hierauff kam befehl dass man mich noch vor dem essen baden solte dann bemeldtes jungfraulein gieng ab und zu und brachte das badgezeug so alles nach bisam und wolruchender saiffen roche das leinen gerath war vom reinesten cammertuch und mit theuren hollandischen spitzen besetzt
4.5.10,jch wolte mich schamen und vor der alten nicht nackend sehen lassen aber es halff nichts ich muste dran und mich von ihr aussreiben lassen das jungfergen aber muste ein weil abtretten
4.5.11,nach dem bad wurde mir ein zartes hembd gegeben und ein kostlicher schlafbeltz von veyelblauem daffet angelegt sampt einem paar seidener strumpffe von gleicher fard so war die schlaffhand sampt den pantoffeln mit gold und perlen gestickt also dass ich nach dem bad dort sasse zu protzen wie der hertzkonig
4.5.12,jndessen mir nun meine alte das haar trucknet und kampelt dann sie pflegte meiner wie einem fursten oder kleinen kinde trug mehrgemeldtes jungfraulein die speisen auff und nachdem der tisch uberstellt war tratten drey heroische junge damen in den saal welche ihre alabasterweisse bruste zwar zimlich weit entblost trugen vor den angesichtern aber gantz vermasquirt
4.5.13,sie dunckten mich alle drey vortrefflich schon zu seyn aber doch war eine viel schoner als die ander
4.5.14,ich machte ihnen gantz stillschweigend einen tieffen buckling und sie bedanckten sich gegen mir mit gleichen ceremonien welches naturlich sahe als ob etliche stummen beyeinander gewesen so die redende agirt hatten sie setzten sich alle drey zugleich nider dass ich also nit errathen konte welche die vornehmste unter ihnen gewesen viel weniger welcher ich zu dienen da war
4.5.15,die erste red war ob ich nit frantzosich konte
4.5.16,meine landsmannin sagte nein
4.5.17,hierauff versetzte die ander
4.5.18,sie solte mir sagen ich wolte belieben nider zu sitzen als solches geschehen befohl die dritte meiner dolmetschin sie solte sich auch setzen
4.5.19,worauss ich abermal nicht abnehmen mogen welche die vornehmste unter ihnen war
4.5.20,jch sasse neben der alten gerad gegen diesen dreyen damen uber und ist demnach meine schonheit ohn zweiffel neben einem so alten geribb desto besser hervor geschienen
4.5.21,sie blickten mich alle drey sehr andachtig an und ich dorffte schworen dass sie viel hundert seufftzen gehen liessen
4.5.22,jhre augen konte ich nit sehen funcklen wegen der masquen die sie vor sich hatten
4.5.23,meine alte fragte mich sonst konte niemand mit mir reden welche ich unter diesen dreyen vor die schonste hielte
4.5.24,jch antwortet dass ich keine wahl darunter sehen konte
4.5.25,hieruber fieng sie an zu lachen dass man ihr alle vier zahn sahe die sie noch im maul hatte und fragte warumb das
4.5.26,jch antwortet weil ich sie nit recht sehen konte doch so viel ich sehe waren sie alle drey nit hesslich
4.5.27,dieses was die alte gefragt und ich geantwort wolten die damen wissen
4.5.28,mein alte verdolmetschte es und log noch darzu jch hatte gesagt einer jeden mund ware hundert tausend mal kussens werth
4.5.29,denn ich konte ihnen die mauler unter den masquen wol sehen sonderlich deren so gerad gegen mir uber sasse
4.5.30,mit diesem fuxschwantz machte die alte dass ich dieselbe vor die vornehmste hielte und sie auch desto eyferiger betrachtete
4.5.31,diss war all unser discurs uber tisch und ich stellte mich als ob ich kein frantzosisch wort verstunde
4.5.32,weil es dann so still her gieng machten wir desto ehe feyrabend
4.5.33,darauff wunschten mir die damen eine gute nacht und giengen ihres wegs denen ich das geleit nit weiter als biss an die thur geben dorffte so die alte gleich nach ihnen zurigelte
4.5.34,da ich das sahe fragte ich wo ich dann schlaffen muste
4.5.35,sie antwortet ich muste bey ihr in gegenwartigem bett vor lieb nehmen
4.5.36,jch sagte das bett ware gut genug wenn nur auch eine von jenen dreyen darinn lege
4.5.37,ja sagte die alte es wird euch furwahr heunt keine von ihnen zu theil
4.5.38,jn dem wir so plauderten zog eine schone dam die im bett lag den umbhang etwas zuruck und sagte zu der alten sie solte auffhoren zu schwatzen und schlaffen gehen
4.5.39,darauff nam ich ihr das liecht und wolte sehen wer im bett lege
4.5.40,sie aber leschte solches auss und sagte
4.5.41,herr wenn ihm sein kopff lieb ist so unterstehe er sich dessen nit was er im sinn hat er lege sich und sey versichert da er mit ernst sich bemuhen wird diese dame wider ihren willen zu sehen dass er nimmermehr lebendig von hinnen kompt
4.5.42,damit gieng sie durch und beschloss die thur die jungfer aber so dem feuer gewartet lescht das auch vollend auss und gieng hinder einer tapezerey durch ein verborgene thur auch hinweg
4.5.43,hierauff sagte die dame so im bett lag alle mons
4.5.44,beau alman gee schlaff mein hertz gom rick su mir
4.5.45,so viel hatte sie die alte teutsch gelernet
4.5.46,jch begab mich zum bett zu sehen wie dann dem ding zu thun seyn mochte
4.5.47,und so bald ich hinzu kam fiel sie mir umb den hals bewillkomte mich mit vielem kussen und hisse mir vor hitziger begierde schier die unter lefftzen herab ja sie fieng an meinen schlaffbeltz auffzuknopffeln und das hemd gleichsam zu zerreissen zog mich also zu ihr und stellte sich vor unsinniger liebe also an dass nicht ausszusagen
4.5.48,sie konte nichts anders teutsch als rick su mir mein hertz
4.5.49,das ubrige gab sie sonst mit geberden zu verstehen
4.5.50,jch gedachte zwar heim an meine liebste aber was halffs ich war leyder ein mensch und fand ein solche wolproportionirte creatur und zwar von solcher lieblichkeit dass ich wol ein ploch hatte seyn mussen wenn ich keusch hatte darvon kommen sollen
