i0,i2,textstring
14,4,what wenestow make an idiot of our dame?
14,5,"now by that lord, that called is seint iame,"
14,6,"thou shalt nat bothe, thogh that thou were wood,"
14,7,be maister of my body and of my good;
14,8,"that oon thou shalt forgo, maugree thyne yën; "
14,9,what nedeth thee of me to enquere or spyën?
14,10,"i trowe, thou woldest loke me in thy chiste!"
14,11,"thou sholdest seye, ""wyf, go wher thee liste,"
14,12,"tak your disport, i wol nat leve no talis;"
14,13,"i knowe yow for a trewe wyf, dame alis."" "
14,14,we love no man that taketh kepe or charge
14,15,"wher that we goon, we wol ben at our large."
14,0,
14,1,"of alle men y-blessed moot he be,"
14,2,"the wyse astrologien dan ptholome,"
14,3,"that seith this proverbe in his almageste, "
14,4,"""of alle men his wisdom is the hyeste,"
14,5,"that rekketh never who hath the world in honde."""
14,6,"by this proverbe thou shalt understonde,"
14,7,"have thou y-nogh, what thar thee recche or care"
14,8,how merily that othere folkes fare? 
14,9,"for certeyn, olde dotard, by your leve,"
14,10,ye shul have queynte right y-nough at eve.
14,11,he is to greet a nigard that wol werne
14,12,a man to lighte his candle at his lanterne;
14,13,"he shal have never the lasse light, pardee; "
14,14,"have thou y-nough, thee thar nat pleyne thee."
14,0,
14,1,"thou seyst also, that if we make us gay"
14,2,"with clothing and with precious array,"
14,3,that it is peril of our chastitee;
14,4,"and yet, with sorwe, thou most enforce thee, "
14,5,"and seye thise wordes in the apostles name,"
14,6,"""in habit, maad with chastitee and shame,"
14,7,"ye wommen shul apparaille yow,"" quod he,"
14,8,"""and noght in tressed heer and gay perree,"
14,9,"as perles, ne with gold, ne clothes riche;"" "
14,10,"after thy text, ne after thy rubriche"
14,11,i wol nat wirche as muchel as a gnat.
14,12,"thou seydest this, that i was lyk a cat;"
14,13,"for who-so wolde senge a cattes skin,"
14,14,thanne wolde the cat wel dwellen in his in; 
14,15,"and if the cattes skin be slyk and gay,"
14,16,"she wol nat dwelle in house half a day,"
14,17,"but forth she wole, er any day be dawed,"
14,18,"to shewe hir skin, and goon a-caterwawed;"
14,19,"this is to seye, if i be gay, sir shrewe, "
14,20,"i wol renne out, my borel for to shewe."
14,0,
14,1,"sire olde fool, what eyleth thee to spyën?"
14,2,"thogh thou preye argus, with his hundred yën,"
14,3,"to be my warde-cors, as he can best,"
14,4,"in feith, he shal nat kepe me but me lest; "
14,5,"yet coude i make his berd, so moot i thee."
14,0,
14,1,"thou seydest eek, that ther ben thinges three,"
14,2,"the whiche thinges troublen al this erthe,"
14,3,and that no wight ne may endure the ferthe;
14,4,"o leve sir shrewe, iesu shorte thy lyf! "
14,5,"yet prechestow, and seyst, an hateful wyf"
14,6,y-rekened is for oon of thise meschances.
14,7,been ther none othere maner resemblances
14,8,"that ye may lykne your parables to,"
14,9,but-if a sely wyf be oon of tho? 
14,0,
14,1,"thou lykenest wommanes love to helle,"
14,2,"to bareyne lond, ther water may not dwelle."
14,3,thou lyknest it also to wilde fyr;
14,4,"the more it brenneth, the more it hath desyr"
14,5,to consume every thing that brent wol be. 
14,6,"thou seyst, that right as wormes shende a tree,"
14,7,right so a wyf destroyeth hir housbonde;
14,8,this knowe they that been to wyves bonde.'
14,0,
14,1,"lordinges, right thus, as ye have understonde,"
14,2,"bar i stifly myne olde housbondes on honde, "
14,3,that thus they seyden in hir dronkenesse;
14,4,"and al was fals, but that i took witnesse"
14,5,on ianekin and on my nece also.
14,6,"o lord, the peyne i dide hem and the wo,"
14,7,"ful giltelees, by goddes swete pyne! "
14,8,for as an hors i coude byte and whyne.
14,9,"i coude pleyne, thogh i were in the gilt,"
14,10,or elles often tyme hadde i ben spilt.
14,11,"who-so that first to mille comth, first grint;"
14,12,"i pleyned first, so was our werre y-stint. "
14,13,they were ful glad to excusen hem ful blyve
14,14,of thing of which they never agilte hir lyve.
14,0,
14,1,"of wenches wolde i beren him on honde,"
14,2,whan that for syk unnethes mighte he stonde.
14,3,"yet tikled it his herte, for that he "
14,4,wende that i hadde of him so greet chiertee.
14,5,i swoor that al my walkinge out by nighte
14,6,was for tespye wenches that he dighte;
14,7,under that colour hadde i many a mirthe.
14,8,for al swich wit is yeven us in our birthe; 
14,9,"deceite, weping, spinning god hath yive"
14,10,"to wommen kindely, whyl they may live."
14,11,"and thus of o thing i avaunte me,"
14,12,"atte ende i hadde the bettre in ech degree,"
14,13,"by sleighte, or force, or by som maner thing, "
14,14,as by continuel murmur or grucching;
14,15,"namely a bedde hadden they meschaunce,"
14,16,ther wolde i chyde and do hem no plesaunce;
14,17,"i wolde no lenger in the bed abyde,"
14,18,"if that i felte his arm over my syde, "
14,19,til he had maad his raunson un-to me;
14,20,than wolde i suffre him do his nycetee.
14,21,"and ther-fore every man this tale i telle,"
14,22,"winne who-so may, for al is for to selle."
14,23,with empty hand men may none haukes lure; 
14,24,"for winning wolde i al his lust endure,"
14,25,and make me a feyned appetyt;
14,26,and yet in bacon hadde i never delyt;
14,27,that made me that ever i wolde hem chyde.
14,28,"for thogh the pope had seten hem biside, "
14,29,i wolde nat spare hem at hir owene bord.
14,30,"for by my trouthe, i quitte hem word for word."
14,31,"as help me verray god omnipotent,"
14,32,"thogh i right now sholde make my testament,"
14,33,i ne owe hem nat a word that it nis quit. 
14,34,"i broghte it so aboute by my wit,"
14,35,"that they moste yeve it up, as for the beste;"
14,36,or elles hadde we never been in reste.
14,37,"for thogh he loked as a wood leoun,"
14,38,yet sholde he faille of his conclusioun. 
14,0,
14,1,"thanne wolde i seye, 'gode lief, tak keep"
14,2,how mekely loketh wilkin oure sheep;
14,3,"com neer, my spouse, lat me ba thy cheke!"
14,4,"ye sholde been al pacient and meke,"
14,5,"and han a swete spyced conscience, "
14,6,sith ye so preche of iobes pacience.
14,7,"suffreth alwey, sin ye so wel can preche;"
14,8,"and but ye do, certain we shal yow teche"
14,9,that it is fair to have a wyf in pees.
14,10,"oon of us two moste bowen, doutelees; "
14,11,and sith a man is more resonable
14,12,"than womman is, ye moste been suffrable."
14,13,what eyleth yow to grucche thus and grone?
14,14,is it for ye wolde have my queynte allone?
14,15,"why taak it al, lo, have it every-deel; "
14,16,peter! i shrewe yow but ye love it weel!
14,17,"for if i wolde selle my bele chose,"
14,18,i coude walke as fresh as is a rose;
14,19,but i wol kepe it for your owene tooth.
14,20,"ye be to blame, by god, i sey yow sooth.' "
14,0,
14,1,swiche maner wordes hadde we on honde.
14,2,now wol i speken of my fourthe housbonde.
14,0,
14,1,"my fourthe housbonde was a revelour,"
14,2,"this is to seyn, he hadde a paramour;"
14,3,"and i was yong and ful of ragerye, "
14,4,"stiborn and strong, and ioly as a pye."
14,5,"wel coude i daunce to an harpe smale,"
14,6,"and singe, y-wis, as any nightingale,"
14,7,whan i had dronke a draughte of swete wyn.
14,8,"metellius, the foule cherl, the swyn, "
14,9,"that with a staf birafte his wyf hir lyf,"
14,10,"for she drank wyn, thogh i hadde been his wyf,"
14,11,he sholde nat han daunted me fro drinke;
14,12,"and, after wyn, on venus moste i thinke:"
14,13,"for al so siker as cold engendreth hayl, "
14,14,a likerous mouth moste han a likerous tayl.
14,15,"in womman vinolent is no defence,"
14,16,this knowen lechours by experience.
14,0,
14,1,"but, lord crist! whan that it remembreth me"
14,2,"up-on my yowthe, and on my iolitee, "
14,3,it tikleth me aboute myn herte rote.
14,4,unto this day it dooth myn herte bote
14,5,that i have had my world as in my tyme.
14,6,"but age, allas! that al wol envenyme,"
14,7,hath me biraft my beautee and my pith; 
14,8,"lat go, fare-wel, the devel go therwith!"
14,9,"the flour is goon, ther is na-more to telle,"
14,10,"the bren, as i best can, now moste i selle;"
14,11,but yet to be right mery wol i fonde.
14,12,now wol i tellen of my fourthe housbonde. 
14,0,
14,1,"i seye, i hadde in herte greet despyt"
14,2,that he of any other had delyt.
14,3,"but he was quit, by god and by seint ioce!"
14,4,i made him of the same wode a croce;
14,5,"nat of my body in no foul manere, "
14,6,"but certeinly, i made folk swich chere,"
14,7,that in his owene grece i made him frye
14,8,"for angre, and for verray ialousye."
14,9,"by god, in erthe i was his purgatorie,"
14,10,for which i hope his soule be in glorie. 
14,11,"for god it woot, he sat ful ofte and song"
14,12,whan that his shoo ful bitterly him wrong.
14,13,"ther was no wight, save god and he, that wiste,"
14,14,"in many wyse, how sore i him twiste."
14,15,"he deyde whan i cam fro ierusalem, "
14,16,"and lyth y-grave under the rode-beem,"
14,17,al is his tombe noght so curious
14,18,"as was the sepulcre of him, darius,"
14,19,which that appelles wroghte subtilly;
14,20,it nis but wast to burie him preciously. 
14,21,"lat him fare-wel, god yeve his soule reste,"
14,22,he is now in the grave and in his cheste.
14,0,
14,1,now of my fifthe housbond wol i telle.
14,2,god lete his soule never come in helle!
14,3,and yet was he to me the moste shrewe; 
14,4,"that fele i on my ribbes al by rewe,"
14,5,"and ever shal, un-to myn ending-day."
14,6,"but in our bed he was so fresh and gay,"
14,7,"and ther-with-al so wel coude he me glose,"
14,8,"whan that he wolde han my bele chose, "
14,9,"that thogh he hadde me bet on every boon,"
14,10,he coude winne agayn my love anoon.
14,11,"i trowe i loved him beste, for that he"
14,12,was of his love daungerous to me.
14,13,"we wommen han, if that i shal nat lye, "
14,14,in this matere a queynte fantasye;
14,15,"wayte what thing we may nat lightly have,"
14,16,ther-after wol we crye al-day and crave.
14,17,"forbede us thing, and that desyren we;"
14,18,"prees on us faste, and thanne wol we flee. "
14,19,with daunger oute we al our chaffare;
14,20,"greet prees at market maketh dere ware,"
14,21,and to greet cheep is holde at litel prys;
14,22,this knoweth every womman that is wys.
14,0,
14,1,"my fifthe housbonde, god his soule blesse! "
14,2,"which that i took for love and no richesse,"
14,3,"he som-tyme was a clerk of oxenford,"
14,4,"and had left scole, and wente at hoom to bord"
14,5,"with my gossib, dwellinge in oure toun,"
14,6,god have hir soule! hir name was alisoun. 
14,7,she knew myn herte and eek my privetee
14,8,"bet than our parisshe-preest, so moot i thee!"
14,9,to hir biwreyed i my conseil al.
14,10,"for had myn housbonde pissed on a wal,"
14,11,"or doon a thing that sholde han cost his lyf, "
14,12,"to hir, and to another worthy wyf,"
14,13,"and to my nece, which that i loved weel,"
14,14,i wolde han told his conseil every-deel.
14,15,"and so i dide ful often, god it woot,"
14,16,that made his face ful often reed and hoot 
14,17,"for verray shame, and blamed him-self for he"
14,18,had told to me so greet a privetee.
14,0,
14,1,"and so bifel that ones, in a lente,"
14,2,"so often tymes i to my gossib wente,"
14,3,"for ever yet i lovede to be gay, "
14,4,"and for to walke, in march, averille, and may,"
14,5,"fro hous to hous, to here sondry talis,"
14,6,"that iankin clerk, and my gossib dame alis,"
14,7,"and i my-self, in-to the feldes wente."
14,8,myn housbond was at london al that lente; 
14,9,"i hadde the bettre leyser for to pleye,"
14,10,"and for to see, and eek for to be seye"
14,11,of lusty folk; what wiste i wher my grace
14,12,"was shapen for to be, or in what place?"
14,13,"therefore i made my visitaciouns, "
14,14,"to vigilies and to processiouns,"
14,15,"to preching eek and to thise pilgrimages,"
14,16,"to pleyes of miracles and mariages,"
14,17,and wered upon my gaye scarlet gytes.
14,18,"thise wormes, ne thise motthes, ne thise mytes, "
14,19,"upon my peril, frete hem never a deel;"
14,20,and wostow why? for they were used weel.
14,0,
14,1,now wol i tellen forth what happed me.
14,2,"i seye, that in the feeldes walked we,"
14,3,"til trewely we hadde swich daliance, "
14,4,"this clerk and i, that of my purveyance"
14,5,"i spak to him, and seyde him, how that he,"
14,6,"if i were widwe, sholde wedde me."
14,7,"for certeinly, i sey for no bobance,"
14,8,yet was i never with-outen purveyance 
14,9,"of mariage, nof othere thinges eek."
14,10,"i holde a mouses herte nat worth a leek,"
14,11,"that hath but oon hole for to sterte to,"
14,12,"and if that faille, thanne is al y-do."
14,0,
14,1,"i bar him on honde, he hadde enchanted me; "
14,2,my dame taughte me that soutiltee.
14,3,"and eek i seyde, i mette of him al night;"
14,4,"he wolde han slayn me as i lay up-right,"
14,5,"and al my bed was ful of verray blood,"
14,6,but yet i hope that he shal do me good; 
14,7,"for blood bitokeneth gold, as me was taught."
14,8,"and al was fals, i dremed of it right naught,"
14,9,"but as i folwed ay my dames lore,"
14,10,as wel of this as of other thinges more.
14,0,
14,1,"but now sir, lat me see, what i shal seyn? "
14,2,"a! ha! by god, i have my tale ageyn."
14,0,
14,1,"whan that my fourthe housbond was on bere,"
14,2,"i weep algate, and made sory chere,"
14,3,"as wyves moten, for it is usage,"
14,4,and with my coverchief covered my visage; 
14,5,"but for that i was purveyed of a make,"
14,6,"i weep but smal, and that i undertake."
14,0,
14,1,to chirche was myn housbond born a-morwe
14,2,"with neighebores, that for him maden sorwe;"
14,3,and iankin oure clerk was oon of tho. 
14,4,"as help me god, whan that i saugh him go"
14,5,"after the bere, me thoughte he hadde a paire"
14,6,"of legges and of feet so clene and faire,"
14,7,that al myn herte i yaf un-to his hold.
14,8,"he was, i trowe, a twenty winter old, "
14,9,"and i was fourty, if i shal seye sooth;"
14,10,but yet i hadde alwey a coltes tooth.
14,11,"gat-tothed i was, and that bicam me weel;"
