idx,textstring
12.4.21,hir facound eek ful wommanly and pleyn
12.4.22,no countrefeted termes hadde she
12.4.23,to seme wys but after hir degree
12.4.24,she spak and alle hir wordes more and lesse
12.4.25,souninge in vertu and in gentillesse
12.4.26,shamfast she was in maydens shamfastnesse
12.4.27,constant in herte and ever in bisinesse
12.4.28,to dryve hir out of ydel slogardye
12.4.29,bacus hadde of hir mouth right no maistrye
12.4.30,for wyn and youthe doon venus encrece
12.4.31,as men in fyr wol casten oile or grece
12.4.32,and of hir owene vertu unconstreyned
12.4.33,she hath ful ofte tyme syk hir feyned
12.4.34,for that she wolde fleen the companye
12.4.35,wher lykly was to treten of folye
12.4.36,as is at festes revels and at daunces
12.4.37,that been occasions of daliaunces
12.4.38,swich thinges maken children for to be
12.4.39,to sone rype and bold as men may see
12.4.40,which is ful perilous and hath ben yore
12.4.41,for al to sone may she lerne lore
12.4.42,of boldnesse whan she woxen is a wyf
12.5.1,and ye maistresses in your olde lyf
12.5.2,that lordes doghtres han in governaunce
12.5.3,ne taketh of my wordes no displesaunce
12.5.4,thenketh that ye ben set in governinges
12.5.5,of lordes doghtres only for two thinges
12.5.6,outher for ye han kept your honestee
12.5.7,or elles ye han falle in freletee
12.5.8,and knowen wel ynough the olde daunce
12.5.9,and han forsaken fully swich meschaunce
12.5.10,for evermo therfore for cristes sake
12.5.11,to teche hem vertu loke that ye ne slake
12.5.12,a theef of venisoun that hath forlaft
12.5.13,his likerousnesse and al his olde craft
12.5.14,can kepe a forest best of any man
12.5.15,now kepeth hem wel for if ye wol ye can
12.5.16,loke wel that ye unto no vice assente
12.5.17,lest ye be dampned for your wikke entente
12.5.18,for whoso doth a traitour is certeyn
12.5.19,and taketh kepe of that that i shal seyn
12.5.20,of alle tresons sovereyn pestilence
12.5.21,is whan a wight bitrayseth innocence
12.6.1,ye fadres and ye modres eek also
12.6.2,though ye han children be it oon or two
12.6.3,your is the charge of al hir surveyaunce
12.6.4,whyl that they been under your governaunce
12.6.5,beth war that by ensample of your livinge
12.6.6,or by your necligence in chastisinge
12.6.7,that they ne perisse for i dar wel seye
12.6.8,if that they doon ye shul it dere abeye
12.6.9,under a shepherde softe and necligent
12.6.10,the wolf hath many a sheep and lamb torent
12.6.11,suffyseth oon ensample now as here
12.6.12,for i mot turne agayn to my matere
12.7.1,this mayde of which i wol this tale expresse
12.7.2,so kepte hirself hir neded no maistresse
12.7.3,for in hir living maydens mighten rede
12.7.4,as in a book every good word or dede
12.7.5,that longeth to a mayden vertuous
12.7.6,she was so prudent and so bountevous
12.7.7,for which the fame outsprong on every syde
12.7.8,bothe of hir beautee and hir bountee wyde
12.7.9,that thurgh that land they preysed hir echone
12.7.10,that loved vertu save envye allone
12.7.11,that sory is of other mennes wele
12.7.12,and glad is of his sorwe and his unhele
12.7.13,the doctour maketh this descripcioun
12.7.14,this mayde upon a day wente in the toun
12.7.15,toward a temple with hir moder dere
12.7.16,as is of yonge maydens the manere
12.8.1,now was ther thanne a iustice in that toun
12.8.2,that governour was of that regioun
12.8.3,and so bifel this iuge his eyen caste
12.8.4,upon this mayde avysinge him ful faste
12.8.5,as she cam forby ther this iuge stood
12.8.6,anon his herte chaunged and his mood
12.8.7,so was he caught with beautee of this mayde
12.8.8,and to himself ful prively he sayde
12.8.9,this mayde shal be myn for any man
12.9.1,anon the feend into his herte ran
12.9.2,and taughte him sodeynly that he by slighte
12.9.3,the mayden to his purpos winne mighte
12.9.4,for certes by no force ne by no mede
12.9.5,him thoughte he was nat able for to spede
12.9.6,for she was strong of freendes and eek she
12.9.7,confermed was in swich soverayn bountee
12.9.8,that wel he wiste he mighte hir never winne
12.9.9,as for to make hir with hir body sinne
12.9.10,for which by greet deliberacioun
12.9.11,he sente after a cherl was in the toun
12.9.12,which that he knew for subtil and for bold
12.9.13,this iuge unto this cherl his tale hath told
12.9.14,in secree wyse and made him to ensure
12.9.15,he sholde telle it to no creature
12.9.16,and if he dide he sholde lese his heed
12.9.17,whan that assented was this cursed reed
12.9.18,glad was this iuge and maked him greet chere
12.9.19,and yaf hym yiftes preciouse and dere
12.10.1,whan shapen was al hir conspiracye
12.10.2,fro point to point how that his lecherye
12.10.3,parfourned sholde been ful subtilly
12.10.4,as ye shul here it after openly
12.10.5,hoom gooth the cherl that highte claudius
12.10.6,this false iuge that highte apius
12.10.7,so was his name for this is no fable
12.10.8,but knowen for historial thing notable
12.10.9,the sentence of it sooth is out of doute
12.10.10,this false iuge gooth now faste aboute
12.10.11,to hasten his delyt al that he may
12.10.12,and so bifel sone after on a day
12.10.13,this false iuge as telleth us the storie
12.10.14,as he was wont sat in his consistorie
12.10.15,and yaf his domes upon sondry cas
12.10.16,this false cherl cam forth a ful greet pas
12.10.17,and seyde lord if that it be your wille
12.10.18,as dooth me right upon this pitous bille
12.10.19,in which i pleyne upon virginius
12.10.20,and if that he wol seyn it is nat thus
12.10.21,i wol it preve and finde good witnesse
12.10.22,that sooth is that my bille wol expresse
12.11.1,the iuge answerde of this in his absence
12.11.2,i may nat yeve diffinitif sentence
12.11.3,lat do him calle and i wol gladly here
12.11.4,thou shall have al right and no wrong here
12.12.1,virginius cam to wite the iuges wille
12.12.2,and right anon was rad this cursed bille
12.12.3,the sentence of it was as ye shul here
12.13.1,to yow my lord sire apius so dere
12.13.2,sheweth your povre servant claudius
12.13.3,how that a knight called virginius
12.13.4,agayns the lawe agayn al equitee
12.13.5,holdeth expres agayn the wil of me
12.13.6,my servant which that is my thral by right
12.13.7,which fro myn hous was stole upon a night
12.13.8,whyl that she was ful yong this wol i preve
12.13.9,by witnesse lord so that it nat yow greve
12.13.10,she nis his doghter nat what so he seye
12.13.11,wherfore to yow my lord the iuge i preye
12.13.12,yeld me my thral if that it be your wille
12.13.13,lo this was al the sentence of his bille
12.14.1,virginius gan upon the cherl biholde
12.14.2,but hastily er he his tale tolde
12.14.3,and wolde have preved it as sholde a knight
12.14.4,and eek by witnessing of many a wight
12.14.5,that it was fals that seyde his adversarie
12.14.6,this cursed iuge wolde nothing tarie
12.14.7,ne here a word more of virginius
12.14.8,but yaf his iugement and seyde thus
12.15.1,i deme anon this cherl his servant have
12.15.2,thou shalt no lenger in thyn hous hir save
12.15.3,go bring hir forth and put hir in our warde
12.15.4,the cherl shal have his thral this i awarde
12.16.1,and whan this worthy knight virginius
12.16.2,thurgh sentence of this iustice apius
12.16.3,moste by force his dere doghter yiven
12.16.4,unto the iuge in lecherye to liven
12.16.5,he gooth him hoom and sette him in his halle
12.16.6,and leet anon his dere doghter calle
12.16.7,and with a face deed as asshen colde
12.16.8,upon hir humble face he gan biholde
12.16.9,with fadres pitee stiking thurgh his herte
12.16.10,al wolde he from his purpos nat converte
12.17.1,doghter quod he virginia by thy name
12.17.2,ther been two weyes outher deeth or shame
12.17.3,that thou most suffre allas that i was bore
12.17.4,for never thou deservedest wherfore
12.17.5,to dyen with a swerd or with a knyf
12.17.6,o dere doghter ender of my lyf
12.17.7,which i have fostred up with swich plesaunce
12.17.8,that thou were never out of my remembraunce
12.17.9,o doghter which that art my laste wo
12.17.10,and in my lyf my laste ioye also
12.17.11,o gemme of chastitee in pacience
12.17.12,take thou thy deeth for this is my sentence
12.17.13,for love and nat for hate thou most be deed
12.17.14,my pitous hand mot smyten of thyn heed
12.17.15,allas that ever apius thee say
12.17.16,thus hath he falsly iuged thee today
12.17.17,and tolde hir al the cas as ye bifore
12.17.18,han herd nat nedeth for to telle it more
12.18.1,o mercy dere fader quod this mayde
12.18.2,and with that word she both hir armes layde
12.18.3,about his nekke as she was wont to do
12.18.4,the teres broste out of hir eyen two
12.18.5,and seyde gode fader shal i dye
12.18.6,is ther no grace is ther no remedye
12.19.1,no certes dere doghter myn quod he
12.20.1,thanne yif me leyser fader myn quod she
12.20.2,my deeth for to compleyne a litel space
12.20.3,for pardee iepte yaf his doghter grace
12.20.4,for to compleyne er he hir slow allas
12.20.5,and god it woot nothing was hir trespas
12.20.6,but for she ran hir fader first to see
12.20.7,to welcome him with greet solempnitee
12.20.8,and with that word she fil aswowne anon
12.20.9,and after whan hir swowning is agon
12.20.10,she ryseth up and to hir fader sayde
12.20.11,blessed be god that i shal dye a mayde
12.20.12,yif me my deeth er that i have a shame
12.20.13,doth with your child your wil a goddes name
12.21.1,and with that word she preyed him ful ofte
12.21.2,that with his swerd he wolde smyte softe
12.21.3,and with that word aswowne doun she fil
12.21.4,hir fader with ful sorweful herte and wil
12.21.5,hir heed of smoot and by the top it hente
12.21.6,and to the iuge he gan it to presente
12.21.7,as he sat yet in doom in consistorie
12.21.8,and whan the iuge it saugh as seith the storie
12.21.9,he bad to take him and anhange him faste
12.21.10,but right anon a thousand peple in thraste
12.21.11,to save the knight for routhe and for pitee
12.21.12,for knowen was the false iniquitee
12.21.13,the peple anon hath suspect of this thing
12.21.14,by manere of the cherles chalanging
12.21.15,that it was by the assent of apius
12.21.16,they wisten wel that he was lecherous
12.21.17,for which unto this apius they gon
12.21.18,and caste him in a prison right anon
12.21.19,wheras he slow himself and claudius
12.21.20,that servant was unto this apius
12.21.21,was demed for to hange upon a tree
12.21.22,but that virginius of his pitee
12.21.23,so preyde for him that he was exyled
12.21.24,and elles certes he had been bigyled
12.21.25,the remenant were anhanged more and lesse
12.21.26,that were consentant of this cursednesse
12.22.1,heer men may seen how sinne hath his meryte
12.22.2,beth war for no man woot whom god wol smyte
12.22.3,in no degree ne in which maner wyse
12.22.4,the worm of conscience may agryse
12.22.5,of wikked lyf though it so privee be
12.22.6,that no man woot therof but god and he
12.22.7,for be he lewed man or elles lered
12.22.8,he noot how sone that he shal been afered
12.22.9,therfore i rede yow this conseil take
12.22.10,forsaketh sinne er sinne yow forsake
13.1.1,our hoste gan to swere as he were wood
13.1.2,harrow quod he by nayles and by blood
13.1.3,this was a fals cherl and a fals iustyse
13.1.4,as shamful deeth as herte may devyse
13.1.5,come to thise iuges and hir advocats
13.1.6,algate this sely mayde is slayn allas
13.1.7,allas to dere boghte she beautee
13.1.8,wherfore i seye al day as men may see
13.1.9,that yiftes of fortune or of nature
13.1.10,ben cause of deeth to many a creature
13.1.11,hir beautee was hir deeth i dar wel sayn
13.1.12,allas so pitously as she was slayn
13.1.13,of bothe yiftes that i speke of now
13.1.14,men han ful ofte more harm than prow
13.1.15,but trewely myn owene mayster dere
13.1.16,this is a pitous tale for to here
13.1.17,but natheles passe over is no fors
13.1.18,i prey to god so save thy gentil cors
13.1.19,and eek thyne urinals and thy iordanes
13.1.20,thyn ypocras and eek thy galianes
13.1.21,and every boist ful of thy letuarie
13.1.22,god blesse hem and our lady seinte marie
13.1.23,so mot i theen thou art a propre man
13.1.24,and lyk a prelat by seint ronyan
13.1.25,seyde i nat wel i can nat speke in terme
13.1.26,but wel i woot thou doost my herte to erme
13.1.27,that i almost have caught a cardiacle
13.1.28,by corpus bones but i have triacle
13.1.29,or elles a draught of moyste and corny ale
13.1.30,or but i here anon a mery tale
13.1.31,myn herte is lost for pitee of this mayde
13.1.32,thou bel amy thou pardoner he seyde
13.1.33,tel us som mirthe or iapes right anon
13.1.34,it shall be doon quod he by seint ronyon
13.1.35,but first quod he heer at this alestake
13.1.36,i wol both drinke and eten of a cake
13.2.1,but right anon thise gentils gonne to crye
13.2.2,nay lat him telle us of no ribaudye
13.2.3,tel us som moral thing that we may lere
13.2.4,som wit and thanne wol we gladly here
13.2.5,i graunte ywis quod he but i mot thinke
13.2.6,upon som honest thing whyl that i drinke
13.3.1,lordings quod he in chirches whan i preche
13.3.2,i peyne me to han an hauteyn speche
13.3.3,and ringe it out as round as gooth a belle
13.3.4,for i can al by rote that i telle
13.3.5,my theme is alwey oon and ever was
13.3.6,radix malorum est cupiditas
13.4.1,first i pronounce whennes that i come
13.4.2,and than my bulles shewe i alle and somme
13.4.3,our lige lordes seel on my patente
13.4.4,that shewe i first my body to warente
13.4.5,that no man be so bold ne preest ne clerk
13.4.6,me to destourbe of cristes holy werk
13.4.7,and after that than telle i forth my tales
